cui,umls_concept
C0334252,"Squamous cell carcinoma, microinvasive"
C0041618,Ultrasonography
C0682577,Cuboidal Epithelium
C0085255,Synaptophysin
C0008586,Chromogranins
C0334324,Mixed cell adenocarcinoma
C0001041,acetylcholine
C0005745,Blepharoptosis
C0026205,Miosis disorder
C1519810,Unresectable
C0667477,"TNFRSF11A protein, human"
C5206341,Unresectable Colon Adenocarcinoma
C0751911,"Paraneoplastic Syndromes, Nervous System"
C0553723,Squamous cell carcinoma of skin
"tumors (3cm or less in diameter, pure growth along preexisting structures, without stromal invasion)","tumors (3cm or less in diameter, pure growth along preexisting structures, without stromal invasion)"
C0205321,Penetration
C1266032,Atypical carcinoid tumor
C0031118,Peripheral Nervous System Neoplasms
C0264542,Adhesion of pleura
C0014013,"Empyema, Pleural"
C0080032,"Pleural Effusion, Malignant"
C0264558,Tension Pneumothorax
C0325125,Phocidae
C0238404,Pyopneumothorax
C0595836,Intrathoracic Route of Drug Administration
C0240346,Miners
C0221463,Insulator
C1709093,Multiple Transition Abnormalities
C1332380,BAP1 gene
C0935440,Cuboidal cell
C0206419,Genus: Coronavirus
C0275804,Streptococcal tonsillitis
C0010246,Coxsackievirus Infections
C0001327,Acute laryngitis
C0012557,Laryngeal diphtheria
C0023077,Laryngotracheobronchitis
C0010380,Croup
C1336966,Viral Oncogene
C0334247,"Squamous cell carcinoma, keratinizing"
C0334248,"Squamous cell carcinoma, large cell, nonkeratinizing"
C1336860,Undifferentiated Malignant Neoplasm
C0396053,Singers' nodes
C0205363,Stratified
C0240164,Squamous Papilloma of the Larynx
C1168198,Recurrent respiratory papillomatosis
C0242648,Vertical Disease Transmission
C1512511,Human Papilloma Virus Vaccine
C0345713,Neoplasm of glottis
C0345746,Neoplasm of subglottis
C0017681,glottis
C0542115,NEUROLOGIC CHANGES
C0023928,Lobectomy
C0032284,Pneumonectomy
C0006611,Mucin-1 Antigen
C0022972,Lambert-Eaton Myasthenic Syndrome
C0029412,"Osteoarthropathy, Secondary Hypertrophic"
C0230686,Neurosecretory granule
C3538928,Usual
56%,56%
35%,35%
C0020303,Hydropneumothorax
C2939419,Secondary Neoplasm
"a layer of yellow-white, firm, variably gelatinous tumor","a layer of yellow-white, firm, variably gelatinous tumor"
C0027424,Nasal congestion (finding)
C0748023,Bacterial prostatitis
C0001486,Adenovirus Infections
C0040425,Tonsillitis
C0031157,Peritonsillar Abscess
C5206510,EBV-Related Sarcoma
C0034537,Radiation Tolerance
C0042930,Vocal cord structure
C0335076,Singer
C0205874,"Papilloma, Squamous Cell"
C0453292,Raspberries
C0225354,Structure of mucous gland (organ component)
C1882869,Rat Squamous Cell Hyperplasia
C2239273,Supraglottis (body part)
C0581126,Severe asthma
C0036205,"Sarcoidosis, Pulmonary"
C4038730,Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome
C2350236,Idiopathic Interstitial Pneumonias
C1883685,Tubular Structures Present
C0242528,Azotemia
C2919641,Postrenal azotemia
C2364126,Endocrine system alteration
C0265152,Pericarditis secondary to uremia
C0268732,Nephritic syndrome
C0027721,Lipoid nephrosis
C0268733,Acute nephritis
C1328818,Podocytes
C0227651,"Mesangial Cells, Kidney"
C0230906,Mesangial matrix (substance)
C0232809,Glomerular filtration
C0754893,nephrin
C5546962,Secondary glomerular disease
C0027842,Neuroimmunomodulation
C0023610,gonadorelin
C5539713,Glomerular subepithelial immune-complex deposits
C0059274,endostreptosin
C1567994,"Antigens, Plant"
C0268743,"Membranoproliferative Glomerulonephritis, Type II"
C2826598,Focal Podocyte Injury
C0027713,Nephrons
C3808956,Foot process effacement
C0913844,NPHS2 protein
C0009429,Combined Modality Therapy
C3899617,Clinical Classification
C0242479,Interdisciplinary Studies
C0178664,Glomerulosclerosis (disorder)
C0597054,neuromuscular system
C2350462,Physicochemical Processes
C0017662,"Glomerulonephritis, Membranoproliferative"
C0028961,Oliguria
C3278888,"Glomerulonephritis, postinfectious"
C0034907,Red Cross
C1567741,Alport Syndrome
C0085681,Hyperphosphatemia (disorder)
C0011945,Physical Dialysis
C0004659,Bacteriuria
C0034359,Pyuria
C0152169,Renal Colic
70 to 100 nm,70 to 100 nm
C0085872,Basal lamina
C1517719,Lamina Rara Interna
C1517718,Lamina Rara Externa
C0441732,Type 4
20 to 30 nm,20 to 30 nm
C5539467,Deflation of the glomerular tuft
C0162415,Mesenchyma
C0007961,charge amounts
C3178987,Glomerular Filtration Barrier
C0442743,Noninflammatory
C0205248,Granular
C4285064,ACTN4 wt Allele
C0018026,gold
C0027706,Hereditary nephritis
C0006938,captopril
C5539715,Glomerular subepithelial deposits
C3689447,Cane/Crutch Spikes
C3262233,Secondary Cause of Death
C4087273,C3 glomerulopathy
C4055342,C3 Glomerulonephritis
C0009508,Complement C3 Nephritic Factor
C0017857,Glyceraldehyde-3-Phosphate Dehydrogenases
C0444628,Crescents
C0473237,Frank hematuria
C0011135,Defecation
C0017982,glycosylation
C0239937,Microscopic hematuria
C0403440,Thin basement membrane disease
C1305904,Familial hematuria
C3696954,Precapillary pulmonary hypertension
C3640814,Favorable
C0403398,Steroid-Dependent Nephrotic Syndrome
C0078911,AIDS-Associated Nephropathy
other forms of gn,other forms of gn
C0233532,Maladaptive behavior associated with physical illness
95%,95%
60%,60%
40%,40%
C5197787,Drug-Induced Ototoxicity
C3280103,Podocyte foot process effacement
C1881215,Inorganic
C0744421,Immune-complex glomerulonephritis
C1704321,"Nephrotic Syndrome, Minimal Change"
C0341439,Chronic liver disease
85%,85%
C0038160,Staphylococcal Infections
C0026780,Mumps
C0194073,Kidney biopsy
C0264939,Systemic Vasculitis
C0151882,Purpuric rash
C0232805,Normal renal function
C1969372,Tubulointerstitial fibrosis
C0018784,Sensorineural Hearing Loss (disorder)
C0023309,Lens dislocation
C1850191,Posterior polar cataract
C0010035,Hereditary corneal dystrophy
C1567742,"Alport Syndrome, X-Linked"
C0027707,"Nephritis, Interstitial"
C0729866,Lower urinary tract
C0034186,Pyelonephritis
C0033697,Proteus
C0014344,Enterobacter
C0038404,Enterococcus faecalis
C0560560,Moving
C0021632,instrumentation aspects
C0007430,Catheterization
C0010702,Cystoscopy
C1514583,Proximity
C0574056,Short urethra
C0232841,Bladder dysfunction
C1512376,Hematogenous
C1547175,Sequencing - Ascending
C0042140,Uterine Prolapse
C2902981,Neurogenic bladder dysfunction
C0041951,Ureter
C0042580,Vesico-Ureteral Reflux
C4551858,Vesicoureteral Reflux 1
C5667459,Intraparenchymal
C1285478,surface of kidney
C0011387,Dental Papilla
C1705504,KAT5 wt Allele
C0032946,Predisposing Factors
C0006736,Calculi
C5539787,Intrarenal reflux
C0232831,Impairment of urinary concentration
C0451718,Non-obstructive reflux-associated chronic pyelonephritis (disorder)
C1710040,Secondary focal segmental glomerulosclerosis
C0037296,Hypersensitivity skin testing
C3541338,Urinary System Findings Domain
C0555120,Urine microscopy leukocytes present finding
C2584556,Drug-induced tubulointerstitial nephritis
C0005853,Blood-Air Barrier
C1290140,Post-streptococcal reactive arthritis
C0227666,Renal pelvis
C0033581,prostatitis
C0041976,Urethritis
C0427944,Determination of bacterial growth
C0034216,Pyonephrosis
sharply defined gray-white to yellow necrosis of apical two-thirds of renal pyramids,sharply defined gray-white to yellow necrosis of apical two-thirds of renal pyramids
C0149524,Acute prostatitis
C0013428,Dysuria
C0042023,Increased frequency of micturition
C0085606,Urgency of micturition
C0403389,Chronic obstructive pyelonephritis
C0403622,Primary vesicoureteric reflux
C0403447,Chronic Kidney Insufficiency
C3273254,Arterionephrosclerosis
C0152451,Chronic glomerulonephritis
C1515441,Thyroid Gland Tissue
C0032617,Polyuria
C0028734,Nocturia
C0022651,Structure of calyx
C0031406,phenindione
C0008783,cimetidine
C0552639,tubular cells
C0035070,Renal Circulation
C0161841,Mismatched blood transfused
C2945560,Hemolysis (lab result)
C3896160,epithelium regeneration
C0027719,Nephrosclerosis
C0021880,Intracranial Pressure
C0301363,5-Trimethoxyamphetamine
C0032113,Plasma Exchange
C5539793,Abnormal residual volume
C3854019,gentamicin
C1149024,sodium/potassium-exchanging ATPase activity
C1517563,Intratubular Route of Drug Administration
C0039038,Sympathectomy
C1275743,Co-morbid conditions
C5418765,Vigorous Supportive Therapy
C1865276,Global glomerulosclerosis
C0497247,Increase in blood pressure
C0030353,Papilledema
C0036825,Serum Proteins
C0456918,Peritubular
C4697736,Thick-walled
C0022680,Polycystic Kidney Diseases
C0037157,Simple cyst
C3536714,Renal dysplasia
C3887499,Renal cyst
C0022665,Kidney Neoplasm
C0022679,Cystic kidney
C0442872,Multiple cysts
C1418599,PKD1 gene
C1679774,"PKD1 protein, human"
C1417782,NPHP1 gene
C1153432,TRPP Cation Channels
C1418600,PKD2 gene
C5418579,PRKD2 Gene Mutation
C0085413,"Polycystic Kidney, Autosomal Dominant"
C1418605,PKHD1 gene
C0022681,Medullary sponge kidney
C0687120,Nephronophthisis
nhp1 to nhp9,nhp1 to nhp9
C0085602,Polydipsia
C0451641,Urolithiasis
C1304890,Enteral
C0075338,Struvite
C0126771,Magnesium Ammonium Phosphate
C0033702,Proteus vulgaris
C0010682,cystine
C0020295,Hydronephrosis
C2753592,sinoatrial valve formation
C0443127,Aberrant
C1335779,Retroperitoneal Lymphoma
C0041959,Ureteritis
C0232989,Normal pregnancy
C0521622,Bilateral hydronephrosis
C0242781,disease transmission
C0277785,Functional disorder
C0205257,Incomplete
C0542518,Enlarged kidney
C3714581,Multicystic Dysplastic Kidney
C0332910,bilateral agenesis
C0332909,Congenital unilateral absence
C0266295,Congenital hypoplasia of kidney
C0750974,"Brain Tumor, Primary"
C0949541,Hurthle Cell Tumor
C1519718,Intercalated cell of collecting duct of renal tubule
C0206681,"Adenocarcinoma, Clear Cell"
C1266042,Chromophobe Renal Cell Carcinoma
C0206734,Hemangioblastoma
C0694897,VHL gene
C0299505,"VHL protein, human"
C1546466,Problems - What subject filter
C1517220,Fluid Absorption Alteration
C1516349,Cell Maturation
C0522503,Translucent
C0876954,Contour form
C1519623,Transmembrane Domain
C4277690,Ciliopathies
C0524462,Luminal region
C2263233,body fluid secretion
C0008667,"Chromosomes, Human, Pair 4"
C0278141,Excruciating pain
C0038525,Subarachnoid Hemorrhage
C3146221,Juvenile
C0009714,"Hepatic Fibrosis, Congenital"
C0271270,Oculovestibuloauditory syndrome
C4025708,Cerebellar malformation
C3897780,Radiologic Imaging Procedure
C1856659,Polysplenia
C1508753,Urinary system
4.5%,4.5%
0.5%,0.5%
20%,20%
15%,15%
C0019647,Histone H3
C0006706,calcium oxalate
C0403719,Uric acid urolithiasis
C4727091,Obscure
better understood,better understood
C0018246,Inguinal region
C0232851,Flow of urine
C5453112,Spinal cord damage
C0442161,Perinephric
C0003834,Arterial insufficiency
C0005687,Bladder distention
C0740404,limb defects
C0265783,Congenital hypoplasia of lung
C0743165,dialysis chronic
C1521294,3p25
C1512554,Hypermethylation
C1417123,MET gene
C0279702,Conventional (Clear Cell) Renal Cell Carcinoma
C0229473,Cell of Claudius
C0085167,Granular cell tumor
C0475440,Tumor size
C1881134,Image Study
C0027672,"Neoplastic Syndromes, Hereditary"
C1855801,Calcium nephrolithiasis
C0016327,Fluorides
C0060515,fluorapatite
C0016487,Food Processing
C0457640,Poor oral hygiene
C0008684,Chronic gingivitis
C0040461,Toothbrushing
C4708796,Flossing of teeth
C0031099,Periodontitis
C0038363,Aphthous Stomatitis
C0019351,"herpesvirus 2, human"
C0677498,Acute herpetic gingivostomatitis
C0019345,Herpes Labialis
C0332476,erythematous
C0443284,Pseudomembranous
C0221262,Poliosis
C0014818,Erythroplasia
C0024888,Chewing
C0815074,betel quid
C5206635,Human Papillomavirus-Related Penile Intraepithelial Neoplasia
C0999806,Human papillomavirus 16
C2828150,Oropharyngeal Human Papillomavirus-Positive Squamous Cell Carcinoma
C0229876,Structure of tonsillar crypt
C0585362,Squamous cell carcinoma of mouth
C0458583,Lower lip structure
C1550309,Submandibular
C0001565,Sublingual Route of Drug Administration
C0036099,Minor salivary gland structure
C0036104,secretion of saliva
C0037023,Sialadenitis
C1335326,Papillary Pattern
C0879257,Hereditary Papillary Renal Carcinoma
C0796361,Chromosome 7q
C0683325,clinical aspects
C0746412,Palpable mass
C0015799,Feminization
C0042755,Abnormal Virilization
third most common solid cancer in children younger than 10 years of age,third most common solid cancer in children younger than 10 years of age
C0242147,Acute urinary tract infection
C0029396,Heterotopic Ossification
C0700287,Reporting
C0003461,Anus
C0162443,Journal
C0040426,Tooth structure
C0028877,Odontogenesis
C0080233,Tooth Loss
C2699512,Squamous Metaplasia of Bronchial Mucosa
C2986569,Buildup
C0011330,Dental Calculus
C0239735,Gingival erythema
C0031093,Periodontal Ligament
C0011343,Dental Cementum
C0085488,Aggregatibacter actinomycetemcomitans
C0085478,Porphyromonas gingivalis
C0242938,Prevotella intermedia
C0019342,Genital Herpes
C0226901,Hard Palate
C0004704,Balloon Dilatation
C0597134,oral bacteria
C1305740,Overbite
C0596377,connective tissue hyperplasia
C1290783,Peripheral ossifying fibroma
C0023646,Lichen Planus
C1514391,Premalignant
C1279941,Late stage
C0242896,Anticholinergic Agents
C0358430,Muscle relaxants
C0231919,Nasal mucosa dry
C0221245,Fissure in skin
C0029191,Orchitis
C0026683,Mucocele
C0036091,Sialolithiasis
C0282469,Biodiversity
mesenchyme-like background of loose myxoid tissue,mesenchyme-like background of loose myxoid tissue
C0206694,Mucoepidermoid Carcinoma
C1334206,"Breast Ductal Carcinoma In Situ, Intermediate Grade"
C0028879,Odontogenic Cysts
C0259770,Epithelial inclusion cyst
C0011428,Dentigerous Cyst
C0011416,Dental Sac
C0341038,Jaw Keratocyst
C0034543,Radicular Cyst
C0040440,Tooth Extraction
C0028880,Odontogenic Tumors
C0002448,Ameloblastoma
C0028882,Odontoma
C0014871,Esophagogastric Junction
C0204695,Feeding patient
C0014866,Esophageal Stenosis
C0037763,Spasm
C0014848,Esophageal Achalasia
C0859976,Idiopathic achalasia of esophagus
C0027028,Myenteric Plexus
C0345180,Ectopic gastric mucosa
C0266153,Ectopic gastric tissue
C4476620,Portosystemic collateral veins
C0520798,Hepatic schistosomiasis
C0024633,Mallory-Weiss Syndrome
C0238115,Boerhaave syndrome
C3845546,Heavy smoking
C0994475,Pills
C0013090,doxycycline
C0549099,Perforation (observation)
C0014245,Endoscopy (procedure)
C0851979,Esophageal Infection
C0004030,Aspergillosis
C0227192,Inferior esophageal sphincter structure
C0013299,Duodenogastric Reflux
C0007681,Central Nervous System Depressants
C3489393,Hiatal Hernia
C0152020,Gastroparesis
C4725181,Elongation Mutation
C0018834,Heartburn
C0039986,Thoracic Surgery Specialty
C0038553,Sublingual Gland
C1334700,Mesenchymal Differentiation
C0391978,Bone Tissue
C0206625,Malignant Mixed Tumor
C1517602,Irregular Tubule
C0600383,"Protein Conformation, beta-Strand"
C0022130,Islands
C1513729,Mucus-Secreting Cell
C0205281,Invasive
C0458003,Developmental (qualifier value)
C0010384,"Prostheses, Dental, Fixed, Crown, Total, Temporary"
C0040429,Apex of tooth
C0031024,Suppurative Periapical Periodontitis
C1709309,Odontogenic Epithelium
C1518271,Neuroectoderm
C1832348,Slow-growing hair
C0442025,Muscular
C0225593,Bifurcation of trachea
C0506546,Esophageal wall structure
C0012817,Diverticulum
C4703577,Ineffective esophageal peristalsis
C0192389,Dilation of esophagus due to disease
C0271686,Diabetic Autonomic Neuropathy
C0032371,Poliomyelitis
C0547070,Ablation
C0025037,Meckel Diverticulum
C1160577,acid secretion
C0023896,Alcoholic Liver Diseases
C0013962,Emergency Medical Tags
C0019147,Hepatic Coma
C0206194,Survivors
C0347629,Laceration of esophagus
C0205127,Longitudinal
C0025064,Mediastinitis
C0221150,Swallowing painful
C0267096,Esophageal injury
C0030805,Bullous pemphigoid
C0014527,Epidermolysis Bullosa
C0004916,Beds
C0227176,Esophageal mucous membrane
C0341110,Viral esophagitis
C0006904,Capillary Endothelium
C0358591,Proton Pump Inhibitors
C0151970,Ulcer of esophagus
C0341106,Eosinophilic esophagitis
C3277591,Food impaction
C1820738,Feeding intolerance
C0205113,Circumferential
C0425422,Dietary Restriction
C1320239,food allergen
C0334037,Intestinal metaplasia
C1258085,Barrett Epithelium
C0279628,Adenocarcinoma Of Esophagus
C2987406,Gastric Intramucosal Adenocarcinoma
C1333110,Colorectal High Grade Intraepithelial Neoplasia
C1516965,Keratinized squamous cell of esophagus
C1705493,West (direction)
C0279626,Squamous cell carcinoma of esophagus
C0267097,Caustic esophageal injury
C0032249,Plummer-Vinson Syndrome
C0022065,Iran
C0019907,Hong Kong
C0003761,Country of Argentina
C0006137,Brazil
C0037712,South Africa
C0678478,alcohol and tobacco
C0686619,Lymph Node Metastasis
C0239296,Obstruction of esophagus
C0017120,Gastric acidity
C0007144,Cardia of stomach
C0017151,Gastrins
C1516470,Chief cell
C0546343,Mucosal erosion
C0010474,Curling Ulcer
C0038354,Stomach Diseases
C0017155,"Gastritis, Hypertrophic"
C0227235,Structure of gastric lumen
C2753459,mucus layer
C0053548,Bicarbonate Ions
C0033727,Protons
C0596119,apical membrane
C0850666,Infection caused by Helicobacter pylori
C0151713,Hyperchlorhydria
C0027396,naproxen
C0538927,celecoxib
C0041942,urea
C0238617,High altitude (physical force)
C1182809,Surface of epithelium
C0400807,Stress ulcer of stomach
C0267113,Cushing ulcer
C0021708,intensive care unit
C3887639,Autoimmune gastritis
C0005403,Bile Reflux
C0192472,Endoscopic biopsy of stomach
C0349374,Cow's milk
C0523207,Hematoxylin and eosin stain method
C1518005,Low Grade Cervical Squamous Intraepithelial Neoplasia
C1512433,High Grade Cervical Squamous Intraepithelial Neoplasia
C0031740,Photochemotherapy
C0850292,Radiofrequency Ablation
C1700928,Endoscopic mucosal resection
C1301725,Documented
C0004340,Australia
C0027778,Netherlands
C0022771,Korea
C0013593,Ecuador
1970,1970
C2700034,Exophytic
C3843505,Deeply
C0266267,Congenital hypoplasia of pancreas
C0334107,Polypoid
C0441074,Meters (physical object)
C0229754,Paratracheal lymph node group
C0742985,debilitation
C0040588,Tracheoesophageal Fistula
C0022584,"Keratoderma, Palmoplantar, Diffuse"
C0016823,Structure of fundus of eye
C1549092,Antrum
C0017129,gastric fundus
C0227230,Body of stomach
C0030909,pepsin A
C0043515,Zollinger-Ellison syndrome
C0232493,Epigastric pain
C0012238,Digestion
C1517304,Foveolar cell
C1319853,"Asthma, Aspirin-Induced"
C1448554,"SLC4A7 protein, human"
C2010560,Hemorrhagic gastritis
C0752138,Intracranial Arterial Diseases
C0332490,Round shape
C3641771,Have Abdominal Discomfort
C0013295,Duodenal Ulcer
C0205211,Subclinical
C0232567,Hypergastrinemia (finding)
C0041945,Urease
C0201811,Fecal occult blood test
C0006153,Breath Tests
C0042847,Vitamin B 12 Deficiency
C0024899,Mastocytosis
C0014724,Eructation
C1515089,Surgical Management
C0079581,Hypochlorhydria
C0333983,Hyperplastic Polyp
C0032568,Inflammatory polyp
C0149826,Gastric Adenoma
C0948101,Digestive System Adenoma
C0024870,Mass Screening
C0349530,Early gastric cancer
C4721859,Hereditary Diffuse Gastric Adenocarcinoma
C3146245,"Gastric Adenoma, Intestinal-Type"
C3829311,Lauren Classification
C0694571,Extranodal Lymphoma
C1332268,Lymphoma of anus
C1850900,Familial primary gastric lymphoma
C0206754,Neuroendocrine Tumors
C4744549,Autoimmune Atrophic Chronic Gastritis
C0425229,Overcrowded in house
C0013621,Knowledge acquisition
C0036172,Sanitation
C0025884,Mexican Americans
C0017447,Geography
C0337460,Social Factors
C0546969,"Preauricular Fistulae, Congenital"
C0017150,Gastrinoma
C0040147,Thyroiditis
C0034193,Pyloric antrum
C0022378,Jejunum
C0023891,"Liver Cirrhosis, Alcoholic"
C0020502,Hyperparathyroidism
C4698035,Shallow
C0032931,Precipitation
C1707286,Carcinogenic Nitrosamine
C0333902,Karyomegaly
C0457454,Discontinuation (procedure)
C0236048,"Polyposis, Gastric"
C0013395,Dyspepsia
C0008107,Chile
C0010182,Costa Rica
C0028413,Northern Europe
C0003983,"Asia, Southeastern"
C1511903,Dietary Factors
C0812305,EPCAM gene
C2974530,"APC protein, human"
C0249880,Cyclin-Dependent Kinase Inhibitor p16
C1267582,Proximal stomach
C0442650,Road
C0556482,Unsafe Sex
C3244315,orders - HL7PublishingDomain
C0027912,Neurosecretory Systems
C0458580,Tracheobronchial structure
C1333783,Gastric Neuroendocrine Neoplasm
C0220620,Gastrointestinal Carcinoid Tumor
C1333321,Gastrinoma of duodenum
C3272852,Anal Canal Neuroendocrine Tumor G1
C0034885,Rectal Neoplasms
C0238198,Gastrointestinal Stromal Tumors
C0206658,Smooth Muscle Tumor
C0206727,Nerve Sheath Tumors
C0812225,Kit device
C1518782,PDGFRA Gene Mutation
C1333768,Gastric Gastrointestinal Stromal Tumor
C0935989,imatinib
C1512752,Infiltrative Growth Pattern
C0349532,Gastric lymphoma
C1179870,Nodal myocyte
C0019270,Hernia
C0267778,Adhesion of intestine
C0014268,Administration of enema
C0019569,Hirschsprung Disease
C0733975,Segment of large intestine
C0072479,Proto-Oncogene Proteins c-ret
C0019294,"Hernia, Inguinal"
C0028977,Omentum
C0277631,Death by strangulation
C0162860,Structure of inferior mesenteric artery
C0267412,Mesenteric Venous Thrombosis
C1336527,Non-Muscle Invasive Bladder Neoplasms
C0037990,Splanchnic Circulation
C1858120,Generalized hypotonia
C5397619,Renal tubular epithelial cell sloughing
C0232693,Bowel sounds
C0920762,Vascular blood supply
C0341340,Radiation enterocolitis
C1335660,Radiation-Induced Vascular Disease
C0085411,Angiodysplasia
C0442694,Straining (finding)
C1275670,Collateral branch of vessel
dilation of the superior hemorrhoidal plexus within the distal rectum,dilation of the superior hemorrhoidal plexus within the distal rectum
C0018932,Hematochezia
C0265031,Hemorrhoidal Hemorrhage
C1185727,Collateral vessel
C0021831,Intestinal Diseases
C0267557,Secretory diarrhea
C0267556,Osmotic diarrhea
C0027773,Nesidioblastosis
C0221205,Yellow color
C0232488,Abdominal colic
C2930967,Gastro-enteropancreatic neuroendocrine tumor
C0003617,Appendix
C0555952,Colorectal
C1513143,Mesenchymal
C0027809,Neurilemmoma
C0143630,Stem Cell Factor
C0226879,Gastrointestinal muscularis propria
C0030421,Paraganglioma
C1335201,PDGFRA gene
C1171350,kinase inhibitor [EPC]
C0597418,Rotavirus Vaccines
C0014356,Enterocolitis
C0038564,Submucous Plexus
C0227391,Sigmoid colon
C0021445,Inguinal canal structure
C0041638,Umbilicus (Anatomy)
C0334150,Surgical scar
C0678862,venous drainage
C0205255,Imprisonment (finding)
C0226754,Structure of inferior mesenteric vein
C0225357,Muscularis Mucosae
C0227387,Left colic flexure
C0225358,Bladder Detrusor Muscle
C0333292,Perforated ulcer
C0149520,Acute Cholecystitis
C0017178,Gastrointestinal Diseases
C0277553,Idiopathic disease
C0226727,Portal Venous System
C0042486,Venous Blood Pressure
C3870603,Anorectal
C0265040,External hemorrhoids (disorder)
C0265034,Internal hemorrhoids
C0227395,Rectal mucous membrane
C0036435,Sclerotherapy
C0221839,elastics (orthodontic bands)
C1328010,Infrared Photocoagulation Therapy
C0019108,Hemorrhoidectomy
C0302813,Lactase deficiency (disorder)
C1835888,"Diarrhea 4, Malabsorptive, Congenital"
C0038238,Steatorrhea
C0012610,Disaccharidases
C2753390,transepithelial transport
C0392519,Calcium deficiency
C0344351,Gluten-Free Diet
C2362561,Gluten
C0017622,Gliadin
C5539735,Anti-endomysial antibody positivity
C0254610,Interleukin-15
C1512944,Intraepithelial Lymphocytes
C2350498,"NK Cell Lectin-Like Receptor Subfamily K, Member 1"
C5400232,Microscopic enteritis
C0456889,Enteropathy-Associated T-Cell Lymphoma
C0278803,Adenocarcinoma of small intestine
C4749333,Refractory celiac disease
C0239181,Intermittent diarrhea
C0268179,"Lactase Deficiency, Congenital"
C0268183,Acquired lactase deficiency
C0207079,microsomal triglyceride transfer protein
C0026481,Monoglycerides
C0400821,"Colitis, Microscopic"
C0238067,"Colitis, Collagenous"
C0400822,"Colitis, Lymphocytic"
C3272650,Subepithelial Collagen Band Present
C0027485,Natural Disasters
C0242744,"Earth, Planet"
C0006818,Campylobacter infection
C0600414,Enterohemorrhagic Escherichia coli
C2347023,Biological Absorption
C0232720,Pale feces (finding)
C0016204,Flatulence
C0333355,Inflammatory disease of mucous membrane
C0341305,Autoimmune enteropathy
C0043137,Wheat (Dietary)
C0035984,Rye cereal
C0004755,Hordeum
0.5% to 1%,0.5% to 1%
C0529334,transglutaminase 2
C1437174,HLA-DQ2 antigen
C0669383,HLA-DQ8 antigen
C3280504,Crypt hyperplasia
C4282183,[AA000] INTRODUCTION
C1999167,Old age
C0021342,Infectious enteritis
C0857098,explosive diarrhea
C0699789,Export
C0000886,Acanthocytes
C0009378,colonoscopy
C0677646,crypt cell
C0311438,Exudative
C0439609,Urgent
C0021167,Incontinence
C0036950,Shellfish - dietary
C0008051,Chickens
C0007452,Cattle
C0032850,"Fowls, Domestic"
C0687759,traveler
C0026092,Migrant Workers
C0227388,Left colon
C0009763,Conjunctivitis
C0025017,Meat
C0025885,Mexico
C0560175,Carrier of disorder
C0869010,Young dog
C0175923,Cattle for beef production
C0042628,Vibrio
C0032071,Plankton
C0016194,Flagellin
C0008356,Cholera Toxin
C0596019,chloride ion
C0521302,Fluid replacement
C0006819,Campylobacter jejuni
C1394254,Cryptitis
C0333374,Crypt abscess (morphologic abnormality)
C1167208,Basolateral plasma membrane
C0059392,Enterotoxin Receptor
C0430414,Stool culture
C0232498,Abdominal tenderness
C0578159,Antibiotic-associated diarrhea
C1412517,RHOD gene
C0025872,metronidazole
C0042313,vancomycin
C2242628,Fecal Microbiota Transplantation
C0079134,Clostridium difficile
C0041312,"Tuberculosis, Gastrointestinal"
C0995830,Tropheryma whipplei
C0949920,Norovirus
C0035869,Rotavirus Infections
C1709696,Producer
C0019994,Hospitals
C0007682,CNS disorder
C0598953,retrograde transport
C1166837,Cavity of endoplasmic reticulum cistern
C0026821,Muscle Cramp
C5205463,Tumor Invasion of the Mucosa
C0017375,tat Genes
C1516932,Epithelial Cell Junction
C0332177,Monthly (qualifier value)
C1444657,Contraindicated
C4477044,Sterile arthritis
C0036113,Salmonella enterica subsp. enterica serovar enteritidis
C0036120,Salmonella paratyphi
C0008325,Cholecystitis
C0229687,Splenic Red Pulp
C5539508,Visceral epithelial cell hyperplasia
C0085819,Antibiotic-Associated Colitis
C0025932,"Mice, Nude"
C0030211,Pakistan
C0200974,Acid fast stain procedure
C0036375,School
C0019860,Home Nursing
C0175952,Day care center (for any age)
C0037269,Skin Absorption
C0003950,Ascariasis
C0038461,Strongyloides
C0086227,Enterobiasis
C0032211,Platyhelminthes
C0038463,Strongyloidiasis
C1328878,excystation
C0020838,Secretory Immunoglobulin A
C0017536,Giardiasis
C3662828,Genus Giardia trophozoite
C0002438,Amebiasis
C0025160,Megacolon
C0036117,Salmonella infections
C4317009,Diverticular Diseases
C0012811,Colon diverticulum anatomic structure
C1510475,Diverticulosis
C1705241,Delta (difference)
C0552389,Cross-section
C0012813,Diverticulitis
C1826449,NOD2 gene
C1825502,ATG16L1 gene
C1537424,IRGM gene
C0026336,Study models
C5420784,Skip Lesion
C0156147,Crohn's disease of large bowel
C0031052,Pericholangitis
C0566602,Primary sclerosing cholangitis
C0009274,Colectomy
C0868908,Pancolitis
C0220920,surveillance aspects
C0678367,public entity
C0312550,Immune clearance
C2986496,Noninvasive
C0399805,Biopsy of duodenum
C1562344,Fecal-oral transmission
C3245499,Colombia
C0227375,Ascending colon
C2349156,World Standard Population
C0439599,Discontinuous (qualifier value)
C0345140,Totally absent pericardium
C0205272,Regular
C5545294,Chronic Condition
C2981279,Decade
C0679407,Gastrointestinal dysfunction
C1281905,At risk of disease
C1825493,ATG3 gene
