cui,umls_concept
C0205113,circumferential
C0425422,dietary restriction
C1320239,food allergen
C0334037,intestinal metaplasia
C1258085,barrett epithelium
C0279628,adenocarcinoma of esophagus
C2987406,gastric intramucosal adenocarcinoma
C1333110,colorectal high grade intraepithelial neoplasia
C1516965,keratinized squamous cell of esophagus
C1705493,west direction
C0279626,squamous cell carcinoma of esophagus
C0267097,caustic esophageal injury
C0032249,plummervinson syndrome
C0022065,iran
C0019907,hong kong
C0003761,country of argentina
C0006137,brazil
C0037712,south africa
C0678478,alcohol and tobacco
C0686619,lymph node metastasis
C0239296,obstruction of esophagus
C0017120,gastric acidity
C0007144,cardia of stomach
C0017151,gastrins
C1516470,chief cell
C0546343,mucosal erosion
C0010474,curling ulcer
C0038354,stomach diseases
C0017155,gastritis hypertrophic
C0227235,structure of gastric lumen
C2753459,mucus layer
C0053548,bicarbonate ions
C0033727,protons
C0596119,apical membrane
C0850666,infection caused by helicobacter pylori
C0151713,hyperchlorhydria
C0027396,naproxen
C0538927,celecoxib
C0041942,urea
C0238617,high altitude physical force
C1182809,surface of epithelium
C0400807,stress ulcer of stomach
C0267113,cushing ulcer
C0021708,intensive care unit
C3887639,autoimmune gastritis
C0005403,bile reflux
C0192472,endoscopic biopsy of stomach
C0349374,cows milk
C0523207,hematoxylin and eosin stain method
C1518005,low grade cervical squamous intraepithelial neoplasia
C1512433,high grade cervical squamous intraepithelial neoplasia
C0031740,photochemotherapy
C0850292,radiofrequency ablation
C1700928,endoscopic mucosal resection
C1301725,documented
C0004340,australia
C0027778,netherlands
C0022771,korea
C0013593,ecuador
1970,1970
C2700034,exophytic
C3843505,deeply
C0266267,congenital hypoplasia of pancreas
C0334107,polypoid
C0441074,meters physical object
C0229754,paratracheal lymph node group
C0742985,debilitation
C0040588,tracheoesophageal fistula
C0022584,keratoderma palmoplantar diffuse
C0016823,structure of fundus of eye
C1549092,antrum
C0017129,gastric fundus
C0227230,body of stomach
C0030909,pepsin a
C0043515,zollingerellison syndrome
C0232493,epigastric pain
C0012238,digestion
C1517304,foveolar cell
C1319853,asthma aspirininduced
C1448554,slc4a7 protein human
C2010560,hemorrhagic gastritis
C0752138,intracranial arterial diseases
C0332490,round shape
C3641771,have abdominal discomfort
C0013295,duodenal ulcer
C0205211,subclinical
C0232567,hypergastrinemia finding
C0041945,urease
C0201811,fecal occult blood test
C0006153,breath tests
C0042847,vitamin b 12 deficiency
C0024899,mastocytosis
C0014724,eructation
C1515089,surgical management
C0079581,hypochlorhydria
C0333983,hyperplastic polyp
C0032568,inflammatory polyp
C0149826,gastric adenoma
C0948101,digestive system adenoma
C0024870,mass screening
C0349530,early gastric cancer
C4721859,hereditary diffuse gastric adenocarcinoma
C3146245,gastric adenoma intestinaltype
C3829311,lauren classification
C0694571,extranodal lymphoma
C1332268,lymphoma of anus
C1850900,familial primary gastric lymphoma
C0206754,neuroendocrine tumors
C4744549,autoimmune atrophic chronic gastritis
C0425229,overcrowded in house
C0013621,knowledge acquisition
C0036172,sanitation
C0025884,mexican americans
C0017447,geography
C0337460,social factors
C0546969,preauricular fistulae congenital
C0017150,gastrinoma
C0040147,thyroiditis
C0034193,pyloric antrum
C0022378,jejunum
C0023891,liver cirrhosis alcoholic
C0020502,hyperparathyroidism
C4698035,shallow
C0032931,precipitation
C1707286,carcinogenic nitrosamine
C0333902,karyomegaly
C0457454,discontinuation procedure
C0236048,polyposis gastric
C0013395,dyspepsia
C0008107,chile
C0010182,costa rica
C0028413,northern europe
C0003983,asia southeastern
C1511903,dietary factors
C0812305,epcam gene
C2974530,apc protein human
C0249880,cyclindependent kinase inhibitor p16
C1267582,proximal stomach
C0442650,road
C0556482,unsafe sex
C3244315,orders hl7publishingdomain
C0027912,neurosecretory systems
C0458580,tracheobronchial structure
C1333783,gastric neuroendocrine neoplasm
C0220620,gastrointestinal carcinoid tumor
C1333321,gastrinoma of duodenum
C3272852,anal canal neuroendocrine tumor g1
C0034885,rectal neoplasms
C0238198,gastrointestinal stromal tumors
C0206658,smooth muscle tumor
C0206727,nerve sheath tumors
C0812225,kit device
C1518782,pdgfra gene mutation
C1333768,gastric gastrointestinal stromal tumor
C0935989,imatinib
C1512752,infiltrative growth pattern
C0349532,gastric lymphoma
C1179870,nodal myocyte
C0019270,hernia
C0267778,adhesion of intestine
C0014268,administration of enema
C0019569,hirschsprung disease
C0733975,segment of large intestine
C0072479,protooncogene proteins cret
C0019294,hernia inguinal
C0028977,omentum
C0277631,death by strangulation
C0162860,structure of inferior mesenteric artery
C0267412,mesenteric venous thrombosis
C1336527,nonmuscle invasive bladder neoplasms
C0037990,splanchnic circulation
C1858120,generalized hypotonia
C5397619,renal tubular epithelial cell sloughing
C0232693,bowel sounds
C0920762,vascular blood supply
C0341340,radiation enterocolitis
C1335660,radiationinduced vascular disease
C0085411,angiodysplasia
C0442694,straining finding
C1275670,collateral branch of vessel
dilation of the superior hemorrhoidal plexus within the distal rectum,dilation of the superior hemorrhoidal plexus within the distal rectum
C0018932,hematochezia
C0265031,hemorrhoidal hemorrhage
C1185727,collateral vessel
C0021831,intestinal diseases
C0267557,secretory diarrhea
C0267556,osmotic diarrhea
C0027773,nesidioblastosis
C0221205,yellow color
C0232488,abdominal colic
C2930967,gastroenteropancreatic neuroendocrine tumor
C0003617,appendix
C0555952,colorectal
C1513143,mesenchymal
C0027809,neurilemmoma
C0143630,stem cell factor
C0226879,gastrointestinal muscularis propria
C0030421,paraganglioma
C1335201,pdgfra gene
C1171350,kinase inhibitor epc
C0597418,rotavirus vaccines
C0014356,enterocolitis
C0038564,submucous plexus
C0227391,sigmoid colon
C0021445,inguinal canal structure
C0041638,umbilicus anatomy
C0334150,surgical scar
C0678862,venous drainage
C0205255,imprisonment finding
C0226754,structure of inferior mesenteric vein
C0225357,muscularis mucosae
C0227387,left colic flexure
C0225358,bladder detrusor muscle
C0333292,perforated ulcer
C0149520,acute cholecystitis
C0017178,gastrointestinal diseases
C0277553,idiopathic disease
C0226727,portal venous system
C0042486,venous blood pressure
C3870603,anorectal
C0265040,external hemorrhoids disorder
C0265034,internal hemorrhoids
C0227395,rectal mucous membrane
C0036435,sclerotherapy
C0221839,elastics orthodontic bands
C1328010,infrared photocoagulation therapy
C0019108,hemorrhoidectomy
C0302813,lactase deficiency disorder
C1835888,diarrhea 4 malabsorptive congenital
C0038238,steatorrhea
C0012610,disaccharidases
C2753390,transepithelial transport
C0392519,calcium deficiency
C0344351,glutenfree diet
C2362561,gluten
C0017622,gliadin
C5539735,antiendomysial antibody positivity
C0254610,interleukin15
C1512944,intraepithelial lymphocytes
C2350498,nk cell lectinlike receptor subfamily k member 1
C5400232,microscopic enteritis
C0456889,enteropathyassociated tcell lymphoma
C0278803,adenocarcinoma of small intestine
C4749333,refractory celiac disease
C0239181,intermittent diarrhea
C0268179,lactase deficiency congenital
C0268183,acquired lactase deficiency
C0207079,microsomal triglyceride transfer protein
C0026481,monoglycerides
C0400821,colitis microscopic
C0238067,colitis collagenous
C0400822,colitis lymphocytic
C3272650,subepithelial collagen band present
C0027485,natural disasters
C0242744,earth planet
C0006818,campylobacter infection
C0600414,enterohemorrhagic escherichia coli
C2347023,biological absorption
C0232720,pale feces finding
C0016204,flatulence
C0333355,inflammatory disease of mucous membrane
C0341305,autoimmune enteropathy
C0043137,wheat dietary
C0035984,rye cereal
C0004755,hordeum
0.5% to 1%,05 to 1
C0529334,transglutaminase 2
C1437174,hladq2 antigen
C0669383,hladq8 antigen
C3280504,crypt hyperplasia
C4282183,aa000 introduction
C1999167,old age
C0021342,infectious enteritis
C0857098,explosive diarrhea
C0699789,export
C0000886,acanthocytes
C0009378,colonoscopy
C0677646,crypt cell
C0311438,exudative
C0439609,urgent
C0021167,incontinence
C0036950,shellfish dietary
C0008051,chickens
C0007452,cattle
C0032850,fowls domestic
C0687759,traveler
C0026092,migrant workers
C0227388,left colon
C0009763,conjunctivitis
C0025017,meat
C0025885,mexico
C0560175,carrier of disorder
C0869010,young dog
C0175923,cattle for beef production
C0042628,vibrio
C0032071,plankton
C0016194,flagellin
C0008356,cholera toxin
C0596019,chloride ion
C0521302,fluid replacement
C0006819,campylobacter jejuni
C1394254,cryptitis
C0333374,crypt abscess morphologic abnormality
C1167208,basolateral plasma membrane
C0059392,enterotoxin receptor
C0430414,stool culture
C0232498,abdominal tenderness
C0578159,antibioticassociated diarrhea
C1412517,rhod gene
C0025872,metronidazole
C0042313,vancomycin
C2242628,fecal microbiota transplantation
C0079134,clostridium difficile
C0041312,tuberculosis gastrointestinal
C0995830,tropheryma whipplei
C0949920,norovirus
C0035869,rotavirus infections
C1709696,producer
C0019994,hospitals
C0007682,cns disorder
C0598953,retrograde transport
C1166837,cavity of endoplasmic reticulum cistern
C0026821,muscle cramp
C5205463,tumor invasion of the mucosa
C0017375,tat genes
C1516932,epithelial cell junction
C0332177,monthly qualifier value
C1444657,contraindicated
C4477044,sterile arthritis
C0036113,salmonella enterica subsp enterica serovar enteritidis
C0036120,salmonella paratyphi
C0008325,cholecystitis
C0229687,splenic red pulp
C5539508,visceral epithelial cell hyperplasia
C0085819,antibioticassociated colitis
C0025932,mice nude
C0030211,pakistan
C0200974,acid fast stain procedure
C0036375,school
C0019860,home nursing
C0175952,day care center for any age
C0037269,skin absorption
C0003950,ascariasis
C0038461,strongyloides
C0086227,enterobiasis
C0032211,platyhelminthes
C0038463,strongyloidiasis
C1328878,excystation
C0020838,secretory immunoglobulin a
C0017536,giardiasis
C3662828,genus giardia trophozoite
C0002438,amebiasis
C0025160,megacolon
C0036117,salmonella infections
C4317009,diverticular diseases
C0012811,colon diverticulum anatomic structure
C1510475,diverticulosis
C1705241,delta difference
C0552389,crosssection
C0012813,diverticulitis
C1826449,nod2 gene
C1825502,atg16l1 gene
C1537424,irgm gene
C0026336,study models
C5420784,skip lesion
C0156147,crohns disease of large bowel
C0031052,pericholangitis
C0566602,primary sclerosing cholangitis
C0009274,colectomy
C0868908,pancolitis
C0220920,surveillance aspects
C0678367,public entity
C0312550,immune clearance
C2986496,noninvasive
C0399805,biopsy of duodenum
C1562344,fecaloral transmission
C3245499,colombia
C0227375,ascending colon
C2349156,world standard population
C0439599,discontinuous qualifier value
C0345140,totally absent pericardium
C0205272,regular
C5545294,chronic condition
C2981279,decade
C0679407,gastrointestinal dysfunction
C1281905,at risk of disease
C1825493,atg3 gene
C0020880,ileocecal valve
C2700116,unusual
C0231302,physical stress
C0086209,emotional stress
C1704244,perianal skin
C0267756,abscess of peritoneum
C0574960,sacroiliitis
C0149651,clubbing
C0033252,proctosigmoiditis
C0027869,neuromuscular junction
C0205336,relapsing course
C0522621,sessile polyp
C0205320,pedunculated
C0021846,intestinal polyps
C4274343,solitary rectal ulcer syndrome
C3272802,hamartomatous polyposis
C0221273,juvenile polyp
C0345893,juvenile polyposis syndrome
C0031269,peutzjeghers syndrome
C1706389,stk11 wt allele
C0742608,colon hyperplastic polyp
C2732618,sessile serrated adenomapolyp
C0747742,experimental organism benign polyp
C1302401,adenoma of large intestine
C1882982,screening colonoscopy
C0935572,stalking behavior
C1319315,adenocarcinoma of large intestine
C2191320,prophylactic mastectomy
C0017097,gardner syndrome
C0262444,abnormality of the dentition
C0265325,turcot syndrome disorder
C1259661,mutyh protein human
C0334108,multiple polyps
C0879290,msh2 gene
C1449321,pycard protein human
C1334468,smad2 gene
C0282523,cpg islands
C0033413,promoter regions genetic
C2228040,annular lesions
C0225338,columnar epithelial cell
C1512090,dukes classification
C3898132,noncancer diagnosis
C1334941,neoplastic polyp
C0333273,mucus discharge
C0263859,synovitis acne pustulosis hyperostosis and osteitis syndrome
C5200540,autosomal dominant robinow syndrome
C1968959,cortical tubers
C0241961,angiomyolipoma of kidney
C1326341,epithelial cell proliferation
C3849996,diet western
0.3 to 10 cm,03 to 10 cm
C0205348,sessile
C0449582,with texture
C1514983,stratification
C0345976,epithelial neoplasm of skin
C0334307,tubulovillous adenoma
C1519984,villous
low-magnification photomicrograph,lowmagnification photomicrograph
C0014511,epithelial cyst
C0040457,tooth supernumerary
C1302392,adenoma of small intestine
C0017636,glioblastoma
C4329698,dna repair gene mutation
C3271401,microsatellite binding
C0346627,intestinal cancer
C0027978,new zealand
C0011318,denmark
C0038995,sweden
C0009375,colonic neoplasms
C0332529,consistency
C0281206,cancer prevention
C0685938,malignant neoplasm of gastrointestinal tract
C0441915,ajcc tumor staging
C0600558,neoadjuvant therapy
C1518052,subcapsular sinus of lymph node
C1333600,hereditary malignant neoplasm
C0152149,mittelschmerz
C0333033,fecalith
C1096624,periumbilical pain
C0277974,mcburneys sign finding
C5419784,colon conventional adenoma
C0334368,mucinproducing adenocarcinoma
C0033822,pseudomyxoma peritonei
C1336705,testicular well differentiated neuroendocrine tumor
C0026376,molecular biology
C0596962,molecular pathology discipline
C0679316,dysmotility
C0022104,irritable bowel syndrome
C4704693,host microbial interactions
C2919828,chronic ulcerative colitis
C0929176,hilum
C0205417,lobular
C0442636,geographic canal
C0227515,interlobular bile duct
C0032717,portal system
C1265868,confluent necrosis
C1855038,hepatocellular necrosis
C3269241,hepatocyte apoptotic process
C0524910,hepatitis c chronic
C0227531,ito cells
C0241910,autoimmune chronic hepatitis
C0276609,acute type b viral hepatitis
C0267797,acute hepatitis
C0333506,massive necrosis
C0019151,hepatic encephalopathy
C0751378,neurologic signs
C0232766,asterixis
C0019212,hepatorenal syndrome
C2936476,chronic liver failure
C0005424,biliary tract diseases
C5543099,severe pruritus
C0032720,surgical portosystemic shunt
C0014849,esophageal and gastric varices
C1158342,estrogen metabolic process
C0280604,altretaminecisplatincyclophosphamide protocol
C0587081,laboratory test finding
C0162523,portal pressure
C0011226,hepatitis d infection
C0275553,bacterial cholangitis
C0264714,acute heart failure
7%,7
C0025469,mesenteric lymphadenitis
C0269038,acute salpingitis
C0032987,ectopic pregnancy
C0029965,ovulation
C0267497,meckels diverticulitis
C0230178,structure of right lower quadrant of abdomen
C0223644,structure of anterior superior iliac spine
C0010635,cystadenoma mucinous
C0206699,cystadenocarcinoma mucinous
C1335168,ovarian mucinous tumor
C0220636,malignant neoplasm of salivary gland
C1880156,comprehensive
C0181090,professional guide
1400 to 1600 gm,1400 to 1600 gm
C0227498,structure of porta hepatis
C0205119,triangular
C0227532,space of mall
C0227530,space of disse
C0438215,laboratory test result abnormal
C0276623,chronic viral hepatitis
C1116449,central vein
C3850141,acuteonchronic liver failure
C0151889,hyperreflexia
C0008372,intrahepatic cholestasis
C1512948,intrahepatic
C0428279,finding of creatinine level
C0334163,fibrous bands
C3826979,model for endstage liver disease
C1335499,progressive disease
C0005404,bile salts
C0014745,palmar erythema
C0020662,hypothalamohypophyseal system
C0028949,oligomenorrhea
C0080356,valproate
C0039644,tetracycline
C0019202,hepatolenticular degeneration
C0019186,hepatitis viruses
C0019166,hepatitis b core antigen
C0057317,hepatitis delta antigens
C1313407,havcr1 protein human
C1562482,foodborne transmission
C0425264,willing to be donor of blood
C0062524,hepatitis a virus antibodies
C1518979,transmission perinatal infection
C0175671,universal
C1320226,incubation period
C0019132,hepadnaviridae
C0019167,hepatitis b e antigens
C4321287,human cytomegalovirus envelope glycoprotein b
C2247629,dna polymerase activity
C0062529,hepatitis b virus x protein
C0546816,persistence
C0312631,antibody to hepatitis b core antigen
C0034711,rats mutant strains
C4505259,quasispecies
C0166049,hepatitis c antibodies
C0019189,hepatitis chronic
C0003451,antiviral agents
C0524911,hepatitis d chronic
C0001314,acute disease
C0193388,biopsy of liver procedure
C0014441,enzymelinked immunosorbent assay
C0019160,hepatovirus
C0025248,membrane glycoproteins
C0013480,ebola virus
C0040704,transient population group
C1456573,global health
C0039260,taiwan
C0016993,gambia
C0436343,symptom mild
C0230177,structure of right upper quadrant of abdomen
C0012925,dna circular
C3175531,age of onset of symptoms
C5444038,metastatic bone disease
C3827727,undetectable
C0235378,hepatotoxicity
C2746051,dna polymerase inhibitors
C0011220,hepatitis delta virus
C0325969,amazona
C0008115,china
C3873487,waterborne diseases
C0026447,monkeys
C0012984,canis familiaris
C5392127,positivestrand rna viruses
C0446176,hepevirus
C0009940,convalescence
C1306857,hyperglobulinemia
C1865190,mild splenomegaly
C3241937,nonalcoholic steatohepatitis
C0311273,ascending cholangitis
C1331532,fasciola hepatica infection
C0029108,opisthorchis
C0009022,clonorchis sinensis
C0013502,echinococcosis
C0439836,conversions qualifier value
C0860207,druginduced liver disease
C5563637,hepatocellular cholestasis
C0019156,hepatic venoocclusive disease
C0030781,peliosis hepatis
C0002845,androgens synthetic
C0039286,tamoxifen
C2697585,hepatocellular
C3276178,hepatocyte ballooning
C0267812,micronodular cirrhosis
C0444519,hot sensation quality
C0556346,binge drinking
C0236663,alcohol withdrawal syndrome
C0240021,intercurrent infection
C0015688,nonesterified fatty acids
C0008312,primary biliary cholangitis
C0230288,structure of obstetrical canal
C3275700,hepatic inflammation
C0206698,cholangiocarcinoma
C4330149,hla match
C3258223,clarity of voice is unpredictable
C0014025,enalapril
C2711227,steatohepatitis
C0234925,greasy skin
C0015696,fatty liver alcoholic
C0027270,nicotinamide adenine dinucleotide nad
C0682568,membrane by function
C0025245,membrane fluidity
C0687132,heavy drinking
C0586627,normal histology findings
C0439810,total
C5194180,iron accumulation
C1384665,hfe gene
C0277793,onset of illness
C0031911,pigmentation
C0009968,copper
C1443566,free copper
C1511758,degradation pathway
C1412689,atp7b gene
C0152457,kayserfleischer ring
C3672279,acute hepatopathy
C0007975,chelation therapy
C0040976,trientine
C0027613,neonatal hepatitis
C0022354,jaundice obstructive
C0018969,heme oxygenase decyclizing
C0005446,biliverdine
C0053602,biliverdin reductase
C0537026,ugt1a1 gene
C0053592,bilirubin glucuronate
C0042052,urobilinogen
C0014362,enterohepatic circulation
C0022353,neonatal jaundice
C1157873,bilirubin conjugation
C0017551,gilbert disease disorder
C0678823,parenteral administration
C0021826,intestinal absorption
C1413514,clu gene
C4277647,hemochromatosis protein
C2340138,hepatic stellate cells
C0032005,pituitary gland
C1704782,load component of device
C0333610,pigmented
C0007303,structure of articular cartilage
C0033802,pseudogout
5:1 to 7:1,51 to 71
C1326961,glucose homeostasis
C0019602,histidine
C1423073,ppp1r3b gene
C0008655,chromosomes human pair 13
"1:30,000 to 1:50,000",130000 to 150000
C1848458,low serum ceruloplasmin
C5205215,met gene mutation negative
C4740690,mild disease
C0061444,glucuronic acid
C1157876,heme catabolic process
C0018974,hemeproteins
C0036773,serum albumin
C0599956,aqueous
C0055568,cholic acid
C0008024,chenodeoxycholic acid
C1518413,nontoxic
C0010324,crigler najjar syndrome type 1
C0022350,jaundice chronic idiopathic
C0036776,serum alkaline phosphatase measurement
C0017040,gammaglutamyl transferase
C0005398,cholestasis extrahepatic
C3898473,malignant biliary obstruction
C0030201,pain postoperative
C0005411,biliary atresia
C0008340,choledochal cyst
C0314760,coliform bacteria
C0008311,cholangitis
C0267924,suppurative cholangitis
establishing underlying basis,establishing underlying basis
C0400979,obstruction of biliary tree
C0005401,intrahepatic bile duct
C0206187,bile ducts extrahepatic
C0027965,new england
C0279755,cytarabinemelphalan
C4703609,antimitochondrial m2 antibody positivity
C0042105,ursodiol
C0178882,ursodeoxycholate
C0019746,hlab8 antigen
C0393293,endoscopic dilatation
C0748895,sphincterotomy
C0333166,chronic obstruction
C0151731,hepatic infarction
C4476911,intrahepatic portal vein sclerosis
C0333554,zahns infarct
C4273756,hepatoportal sclerosis
C0013537,eclampsia
C0230168,abdominal cavity
C3537050,decreased coagulation activity pe
C0268318,cholestasis of pregnancy
C1263667,obstructive biliary cirrhosis
C0426396,urine looks dark
C0446633,abdominal organ
C0443239,interrupted
C0266631,accessory spleen
C0032722,portoenterostomy hepatic
C0456136,normal birth weight
C2675627,acholic stool
6:1,61
C0014282,england
C0036453,scotland
C0026183,minnesota
C1413338,cenpa gene
C3805083,portal fibrosis
C0155210,eyelid xanthoma
C0024485,magnetic resonance imaging
C1512670,immunologic factor process
C0376900,carcinoembryonic antigenrelated cell adhesion molecule 6 human
C0038001,structure of splenic vein
sharply demarcated area of red-blue discoloration,sharply demarcated area of redblue discoloration
C1882136,obstruction within medical device
C0240225,liver mass
C0333980,focal nodular hyperplasia
C0746408,mass lesion
C0036884,gonadal steroid hormones
C0024620,primary malignant liver neoplasm
C0026955,mycotoxins
C1333964,liver dysplastic nodule
C1415491,hccs gene
C0155789,bleeding esophageal varices
C0220908,screening procedure
C0796679,chemoembolization
C1516119,sorafenib
C1095855,genus clonorchis
C0574143,liver calculus
C4544985,fibropolycystic disease of liver
C0232750,bile formation
C0239310,northern european
C0722638,pima brand of potassium iodide
C0574606,hopi language
C0337879,navaho ethnic group
C0750421,weight loss rapid
C0009002,clofibrate
C0151824,biliary colic
C0267842,acute cholecystitis without calculus
C0434028,injury of gallbladder
C0024360,lysophosphatidylcholines
C0175845,motor vehicles
C3272619,chronic acalculous cholecystitis
C0232570,epigastric fullness
C1318485,liver regeneration disorder
C0003857,congenital arteriovenous malformation
C0496870,benign neoplasm of liver
C1718423,tumor regression
C0205128,vertical
C1512409,hepatocarcinogenesis
C0105770,beta catenin
C0032927,precancerous conditions
C3899369,direct extension
C0235318,abdominal fullness
C1337013,differentiated thyroid gland carcinoma
C0232741,liver function
C0016701,freezing
C1709272,northeast
C0023034,laos
C0006797,cambodia
C1553378,latin american
C1155976,actin nucleation
C2611279,cholesterol import
C0151718,hypocholesterolemia
C0332492,ovoid shape
C2930749,radiographic contrast media
C0152054,therapeutic tactile stimulation
C0010672,cystic duct structure
C0008320,cholecystectomy procedure
C0277794,extreme exhaustion
C0501189,right subcostal vein
C0267897,rupture of gallbladder
C0235782,gallbladder carcinoma
C0019266,heredity
C0860204,cholestatic liver disease
C0553695,exocrine pancreas
C0014366,enteropeptidase
C0041242,trypsin inhibitors
C0085741,pancreatic trypsin secretory inhibitor kazal
C0041236,trypsin
C0008742,chymotrypsin
C2753718,pancreatic a cell development
C1826562,pdx1 gene
C5195568,pancreatic agenesis
C0266270,pancreas divisum
C0149955,annular pancreas
C0013292,duodenal obstruction
C0221219,ectopic pancreas
C1337011,well differentiated pancreatic endocrine tumor
C0010626,embryonic cyst
C0742960,cyst benign
C5418754,benign periampullary neoplasm
C0012802,thiazide diuretics
C0043253,nonpenetrating wounds
C0238339,hereditary pancreatitis
C1418965,prss1 gene
C0747198,pancreatitis idiopathic
C0014436,enzyme precursors
C0033024,prekallikrein
C0014429,enzyme activation
C0030296,pancreatic juice
C0267941,pancreatitis necrotizing
C0524468,structure of right shoulder region
C0234234,tender
C0596570,fibrogenesis
C0027671,neoplastic processes
C1522326,treating
C0008964,clinical medicine
C0777169,lancet
"nat rev gastroenterol hepatol 11:340, 2014",nat rev gastroenterol hepatol 11340 2014
C0678896,endocrine function
C0037659,somatostatin
C0230681,zymogen granules
C1325601,zymogen granule membrane
C0751968,enzyme activators
C0582175,surgeon
C1442823,pou2f2 protein human
C0013293,greater duodenal papilla structure
C0848337,gastric distention
C0227578,structure of pancreatic acinus
C0205376,unilocular
C0013609,localized edema
C2985477,exocrine pancreas cell
C1512936,intraductal route of drug administration
C1179571,parenchyma of pancreas
C4313316,interstitial hemorrhage
C0442162,peripancreatic
C0440743,serous
C0443611,fat globule
C0267940,pancreatitis acute hemorrhagic
C0000727,abdomen acute
C0030925,peptic ulcer perforation
C0162336,permeability microvascular
C0344211,supportive care
C0314754,gramnegative coccus
C0030299,pancreatic pseudocyst
C0333161,pseudocyst
C1842402,tropical calcific pancreatitis
C0812377,spink1 gene
C1413662,cpa1 gene
C1413336,cel gene
C1697746,rectal obstruction
C4727342,tumorinfiltrating immune cell
C0020505,hyperphagia
C0376670,pancreatitis alcoholic
C0154682,lateral sclerosis
C0345920,tumor of exocrine pancreas
C1333190,neoplasms cystic
C0206709,cystadenoma serous
C0206767,neoplasms cystic mucinous and serous
C2987182,noninvasive pancreatic mucinouscystic neoplasm
C0176940,distal subtotal pancreatectomy
C4511687,pancreatic intraductal papillary mucinous neoplasm
C1366550,gnas gene
C1134719,invasive ductal breast carcinoma
C1301034,pancreatic intraepithelial neoplasia
C0763464,kras protein human
C0206623,adenosquamous carcinoma
C0376443,endoscopic ultrasound
C1335302,pancreatic ductal adenocarcinoma
C1335304,pancreatic intraductal papillarymucinous carcinoma
C0848558,hypospadias
C0014588,epispadias
C0004691,balanoposthitis
C0085166,bacterial vaginosis
C0745076,poor hygiene
C0037359,smegma
C0031538,phimosis
C0030849,penile neoplasms
C0853105,penis carcinoma
C0427198,protective muscle spasm
C0230101,upper back structure
C1261422,serum lipase level result
C4021103,abnormality of exocrine pancreas physiology
C1137931,carboxypeptidase a1
C0110610,connective tissue growth factor
C0239574,low grade fever
C0030279,pancreatectomy
C0334048,severe dysplasia
C1521061,20q13
C1334274,invasive carcinoma
C0205141,stellate
C0227386,transverse colon
C0036471,scrotum
C1444778,constricting sensation quality
C0010417,cryptorchidism
C0227948,glans penis
C0238348,squamous cell carcinoma of the penis
C0206706,verrucous carcinoma
C0302523,observation in research
C1720771,testicular hydrocele
C1522231,transluminal route of drug administration
C0018931,hematocele of tunica vaginalis testis
C0302146,chylous cyst
C0013882,elephantiasis
C0021358,inferior colliculus
C0431664,unilateral cryptorchidism
C0194907,orchidopexy
C4021985,germ cell neoplasia
C0153594,malignant neoplasm of testis
C0014534,epididymitis
C0041322,tuberculosis ocular
C0039590,testicular neoplasms
C0205851,germ cell tumor
C0206724,sex cordstromal tumor
C0039585,androgeninsensitivity syndrome
C1336708,testicular germ cell tumor
C0334517,spermatocytic seminoma
C0013377,dysgerminoma
C0206660,germinoma
C1135936,syncytiotrophoblasts
C0206659,embryonal carcinoma
C0008497,choriocarcinoma
C1141639,human chorionic gonadotropin
C1515108,syncytiotrophoblast cell
C0241353,testicular mass
C1519683,tumor leakage
C1275602,radical orchiectomy
C1266158,nongerminomatous germ cell tumor
C0229789,paraaortic node
C1513183,metastatic lesion
C1519691,histologic subtype
C2825055,recurrence disease attribute
C0747987,abnormal prostate morphology
C1521760,prostatic stroma
C0020510,nodular hyperplasia
C1720795,acute bacterial prostatitis
C1720797,chronic bacterial prostatitis
C1536168,chronic pelvic pain syndrome
C0018204,granulomatous prostatitis
C0184959,instillation procedure
C0004886,bcg vaccine
C0016549,foreignbody reaction
C0199900,rectal examination
C0038148,dihydrotestosterone
C0039601,testosterone
C0227952,foreskin of penis
C0205471,cytologic
C4318566,deep resection margin
C0729596,inguinal lymph node group
C0282021,uncircumcised
C0736905,scrotal sac
C0282005,swelling of scrotum
C0228014,tunica vaginalis
C0036629,structure of spermatogenic epithelium
urologic emergency,urologic emergency
C0023602,structure of interstitial cell of leydig
C4708601,extragonadal teratoma
C0504095,striated muscle fasciculus
C0029189,orchiectomy
C0024090,lumbar region
C1449699,tumor burden
C1554961,exception responselevel
C0041178,trophoblast
C0227976,posterior lobe of prostate
C1517912,liver acinus zone 2
C0595693,periurethral route
C0240717,perineal pain
C0024031,low back pain
C0031066,anogenital region
C4288164,suprapubic skin
C1880496,empiric
C2752965,prostate gland growth
C0034786,androgen receptor
C0205232,fine adjective
C0449579,nodularity
C2756987,5alpha reductase inhibitors moa
C1367578,ar gene
C3827818,tmprss2ets family fusion gene
C1168327,highgrade prostatic intraepithelial neoplasia
C0005560,needle biopsy procedure
C0677984,locally advanced malignant neoplasm
C0153690,secondary malignant neoplasm of bone
C0013746,ejaculation
C0079809,measures
C0194810,radical prostatectomy
C0332326,gleason grading system
C0205563,clinical stage finding
C0700325,patient observation
C0279492,antiandrogen therapy
C3658267,prostatic neoplasms castrationresistant
C0009013,clone cells
C3273239,proliferative inflammatory atrophy
C0442867,malignant disease
C0347007,secondary malignant neoplasm of urinary system
C0742964,bacterial cystitis
C0085692,hemorrhagic cystitis
C0282488,interstitial cystitis
C0241310,suprapubic pain
